Opportunity_ID,Target
10844,0.89894
10845,0.9888545
10846,0.9320752
10847,0.59337705
10848,0.5559769
10849,0.90866774
10850,0.9583364
10851,0.00064442743
10852,0.96785885
10853,0.99955577
10854,0.9999417
10855,0.99984515
10856,0.99974495
10857,0.9997168
10858,0.9998419
10859,0.00029153595
10860,3.859616e-07
10861,0.36879084
10862,0.69838625
10863,8.2970844e-05
10864,0.99981636
10865,0.37510383
10866,0.42396855
10867,0.091639325
10868,0.6576647
10869,0.0003215
10870,0.00010689521
10871,0.9999702
10872,0.0013369075
10873,0.3599284
10874,0.83137554
10875,0.992661
10876,0.9862256
10877,0.7105594
10878,0.55598253
10879,0.007479788
10880,1.3732354e-06
10881,0.9562203
10882,0.11366914
10883,9.5967975e-05
10884,9.5967975e-05
10885,0.9367707
10886,0.9963468
10887,0.013558966
10888,0.8697002
10889,0.9881811
10890,0.8697002
10891,0.9612059
10892,0.9780318
10893,0.9612059
10894,0.9612059
10895,0.8697002
10896,0.83137554
10897,0.83137554
10898,0.0059136106
10899,0.11911662
10900,0.0003645108
10901,0.9771163
10902,0.0001490619
10903,2.6836353e-05
10904,0.53540665
10905,0.90515137
10906,0.9246869
10907,0.8824713
10908,0.6653454
10909,0.4353251
10910,0.8566333
10911,0.69767684
10912,0.43709052
10913,0.22601183
10914,0.90698874
10915,0.8582618
10916,0.24362853
10917,0.20881417
10918,0.52091193
10919,0.00092928484
10920,0.8802313
10921,0.000783113
10922,0.8869291
10923,0.9904759
10924,0.99819463
10925,0.9999604
10926,0.7024717
10927,0.54772866
10928,0.8102938
10929,0.9995808
10930,0.794469
10931,0.92035675
10932,0.9328378
10933,2.2961324e-08
10934,0.8399399
10935,0.8399399
10936,0.8859908
10937,0.011945144
10938,0.01609384
10939,0.046947505
10940,0.9849498
10941,0.97012514
10942,0.8685321
10943,0.8685321
10944,0.99340314
10945,0.99340314
10946,0.648847
10947,0.0045232996
10948,0.015953103
10949,0.99976474
10950,0.00010498834
10951,0.76705915
10952,0.58076453
10953,0.7852592
10954,0.58076453
10955,0.8003253
10956,0.8003253
10957,0.88345796
10958,0.88345796
10959,1.0108384e-05
10960,0.69767684
10961,3.637873e-05
10962,0.62505156
10963,0.094438486
10964,0.8588792
10965,0.004716858
10966,0.597101
10967,0.86282676
10968,0.04357143
10969,0.85644007
10970,0.07487602
10971,0.97859097
10972,0.27520424
10973,4.521347e-05
10974,0.09072304
10975,0.9290673
10976,0.95715326
10977,0.7884028
10978,0.9771493
10979,0.99355984
10980,0.7422995
10981,0.7954283
10982,0.2982756
10983,0.2982756
10984,1.665004e-05
10985,0.028410038
10986,0.83137554
10987,0.83137554
10988,6.643287e-05
10989,0.8525368
10990,0.083053246
10991,0.083488375
10992,0.00021724676
10993,0.99946195
10994,2.786706e-06
10995,0.19983687
10996,0.13778521
10997,0.0061171167
10998,0.9992015
10999,0.33432284
11000,0.046613906
11001,0.2982756
11002,2.6485615e-05
11003,8.353482e-05
11004,0.95689875
11005,0.10307254
11006,0.07038932
11007,0.9998128
11008,0.03594501
11009,0.95293826
11010,0.9276623
11011,0.43709052
11012,0.04974087
11013,0.88866156
11014,0.7622939
11015,0.000338236
11016,0.029778317
11017,0.8819645
11018,0.031465597
11019,0.92297757
11020,6.938957e-06
11021,0.9999151
11022,0.21884054
11023,0.8377651
11024,0.14501043
11025,0.43907633
11026,0.43907633
11027,0.7439384
11028,0.5958888
11029,0.55598253
11030,0.92453474
11031,0.8900812
11032,1.0598816e-05
11033,0.7018465
11034,0.24281654
11035,0.007559223
11036,0.5736732
11037,0.4224041
11038,0.4224041
11039,0.9996995
11040,0.99560153
11041,0.98531127
11042,0.37651107
11043,0.016656704
11044,0.9080834
11045,0.00081974186
11046,0.9922907
11047,0.00042487812
11048,0.42288154
11049,0.0001672668
11050,0.045310814
11051,0.097570665
11052,0.010758563
11053,0.027280152
11054,0.6936396
11055,0.1584041
11056,0.9997596
11057,0.98296976
11058,0.009166586
11059,0.82340777
11060,0.015054771
11061,0.0016590299
11062,0.004646466
11063,0.83137554
11064,0.83137554
11065,0.998417
11066,0.704886
11067,0.704886
11068,0.7884028
11069,0.0011245034
11070,0.99658656
11071,0.8458831
11072,0.097570665
11073,0.94547033
11074,0.0021750748
11075,0.091735326
11076,0.95943844
11077,5.768778e-06
11078,0.997891
11079,0.51748085
11080,0.0035748277
11081,0.5625144
11082,0.8043589
11083,0.5014118
11084,0.82111907
11085,0.6862624
11086,0.99933726
11087,0.99961877
11088,1.8776252e-07
11089,0.7709904
11090,3.7451595e-05
11091,0.78006077
11092,0.93933916
11093,0.93933916
11094,0.9306122
11095,0.87929916
11096,0.87929916
11097,5.9711024e-06
11098,0.64162683
11099,0.22812353
11100,0.22812353
11101,0.997982
11102,0.8003581
11103,0.51910436
11104,0.945777
11105,0.22812353
11106,0.71846765
11107,0.6357726
11108,0.8182057
11109,0.6044294
11110,0.8340423
11222,0.98068583
11223,0.83137554
11224,0.83619785
11225,0.33385885
11226,0.959437
11227,5.496671e-06
11228,0.99934834
11229,0.9380981
11230,0.95693785
11231,0.9120638
11232,0.33920875
11233,0.9995314
11234,0.10997934
11235,0.99777955
11236,0.9737961
11237,0.00122592
11238,0.43027222
11239,0.4396227
11240,0.12667628
11241,0.9999225
11242,0.8820335
11243,0.09461231
11244,0.10715076
11245,0.97510695
11246,0.04554837
11247,0.1289021
11248,0.95089084
11249,0.862576
11250,0.7200844
11251,0.9996729
11252,0.9574434
11253,0.991617
11254,0.24029599
11255,0.9368599
11256,0.9966537
11257,0.0010120118
11258,0.9996791
11259,0.9984524
11260,0.99998295
11261,0.057316266
11262,0.996682
11263,0.7018465
11264,0.8854166
11265,0.8854166
11266,5.3271822e-05
11267,0.7639211
11268,0.63528484
11269,3.0043324e-08
11270,0.0012721058
11271,0.0091791805
11272,0.3624522
11273,0.90406924
11274,0.99339586
11275,0.9966666
11276,0.83137554
11277,0.83137554
11278,0.0012723798
11279,2.0145422e-05
11280,0.9609779
11281,0.88639003
11282,0.9783271
11283,7.0292e-05
11284,1.0018565e-05
11285,0.4540698
11286,0.0002890655
11287,0.9990576
11288,0.59337705
11289,0.545346
11290,0.13782354
11291,0.0009815674
11292,0.19800332
11293,0.9612059
11294,0.9983444
11295,0.8496729
11296,0.53268206
11297,3.2813667e-05
11298,0.02612523
11299,0.86598706
11300,0.00076247775
11301,0.5376975
11302,0.85676074
11303,0.4872475
11304,0.9889369
11305,0.016970754
11306,0.1778089
11307,0.013082687
11308,0.82095313
11309,0.63820857
11310,0.4567365
11311,0.7131864
11312,4.38562e-05
11313,0.878693
11314,0.09204447
11315,0.89560413
11316,0.21226284
11317,0.08868028
11318,0.9111301
11319,0.5999244
11320,0.9143234
11321,0.70893127
11322,0.55598253
11323,0.55598253
11324,0.80552715
11325,0.8731211
11326,0.22039288
11327,0.864558
11328,0.8748432
11329,0.05531383
11330,0.5819816
11331,8.748431e-06
11332,0.87069505
11333,0.9893769
11334,0.73066676
11335,0.32416525
11336,0.021721492
11337,0.775729
11338,0.59337705
11339,2.981194e-06
11340,1.1659219e-05
11341,0.35877737
11342,0.9999523
11343,0.44019824
11344,0.46661916
11345,0.99390054
11346,0.0033109635
11347,0.74698204
11348,0.99710125
11349,0.8102938
11350,0.25841826
11351,0.02844676
11352,0.88468736
11353,0.9995246
11354,0.99996686
11355,3.5515688e-05
11356,0.55019027
11357,0.9853446
11358,0.29844064
11359,0.00013053422
11360,0.7707586
11361,0.8715758
11362,0.20203109
11363,0.046808988
11364,0.32954738
11365,0.9523875
11366,0.8525676
11367,0.00045770934
11368,0.9900545
11369,0.87597245
11370,0.8311125
11371,0.89328784
11372,0.92328376
11373,0.034649704
11374,0.050077
11375,0.04320837
11376,0.7707586
11377,0.34494
11378,0.3533196
11379,0.2172104
11380,0.14559841
11381,0.0019624394
11382,0.6121157
11383,0.9999069
11384,0.98181194
11385,0.96409035
11386,0.19494693
11387,0.99771285
11388,0.99732226
11389,0.6710894
11390,0.27635697
11391,0.27635697
11392,0.14156386
11393,0.70180696
11394,0.96740806
11395,0.064598605
11396,0.6090972
11397,0.7430673
11398,0.5332551
11399,0.55201554
11400,0.13909085
11401,0.8186795
11402,0.84265554
11403,0.0908014
11404,0.5449321
11405,0.5449321
11406,0.8599207
11407,0.5897071
11408,0.3677655
11409,0.8484844
11410,0.94956154
11411,0.86345387
11412,0.95689875
11413,0.9797916
11414,0.9807343
11415,0.0050320127
11416,0.66751033
11417,0.9794535
11418,0.00070244214
11419,0.9990081
11420,0.5164102
11421,0.9336351
11422,0.6463457
11423,0.84132236
11424,0.9691859
11425,0.9706444
11426,0.9751492
11427,0.9639066
11428,0.8728977
11429,0.8728977
11430,0.8728977
11431,0.8728977
11432,0.8728977
11433,0.0014586215
11434,0.0014586215
11435,0.74900645
11436,1.6928194e-05
11437,0.6691261
11438,0.9986547
11439,0.9976947
11440,0.31195134
11441,0.7666031
11442,0.060938537
11443,0.03848888
11444,1.983439e-05
11445,0.93495345
11446,0.6784043
11447,0.34494
11448,0.0014586215
11449,0.37685716
11450,0.94693035
11451,0.59954643
11452,0.92174876
11453,0.48425502
11454,0.9130008
11455,0.9997009
11456,3.637873e-05
11457,1.4251036e-06
11458,0.47569698
11459,0.28247744
11460,0.0017785404
11461,0.9514415
11462,0.49618724
11463,0.7444465
11464,0.28265592
11465,0.90699756
11466,0.80708987
11467,0.6086792
11468,0.8340415
11469,0.000617735
11470,0.93354464
11471,0.000408255
11472,0.81742364
11473,0.96891594
11474,0.8911072
11475,0.9898543
11476,0.080201745
11477,0.9537334
11478,0.9984817
11479,0.9606614
11480,1.0417374e-07
11481,0.0045965267
11482,0.0045965267
11483,0.94693035
11484,0.012232503
11485,1.8535231e-05
11486,0.17660928
11487,0.00044528293
11488,0.9554145
11489,0.9330837
11490,0.33484882
11491,0.77254206
11492,0.5988671
11493,0.31662282
11494,0.11487048
11495,0.16930811
11496,0.4302363
11497,0.8970271
11498,0.9968732
11499,0.99983597
11500,0.99974316
11501,0.9985688
11502,0.8530963
11503,0.99974495
11504,0.86312747
11505,0.98756474
11506,0.85642016
11507,0.9995764
11508,0.74900645
11509,0.9691859
11510,0.03244237
11511,0.80552715
11512,0.80552715
11513,0.8881167
11514,0.9944589
11515,0.5273827
11516,0.18765408
11517,0.48871538
11518,0.7608443
11519,0.0013945159
11520,0.9631007
11521,0.98588216
11522,0.99939
11523,0.79708177
11524,0.99123573
11525,0.99123573
11526,0.99123573
11527,0.99123573
11528,0.94343406
11529,0.0004995584
11530,0.009801409
11531,0.16338107
11532,0.9988501
11533,0.8394879
11534,8.3682404e-05
11535,0.0010066321
11536,0.24501042
11537,0.47551614
11538,0.34055966
11539,0.7899778
11540,0.9986547
11541,0.003160919
11542,0.0004995584
11543,0.73554224
11544,0.10594149
11545,0.25883824
11546,0.7648733
11547,0.4583389
11548,0.9996468
11549,0.6814693
11550,0.213911
11551,0.6864244
11552,0.35664862
11553,0.114802256
11554,0.22039288
11555,0.16588059
11556,0.06490439
11557,0.9442491
11558,0.121975236
11559,0.000408255
11560,0.93354464
11561,0.06384456
11562,0.48127192
11563,0.8221485
11564,0.96009904
11565,0.99061567
11566,5.0967683e-05
11567,0.739064
11568,0.7623163
11569,0.6564159
11570,0.11576987
11571,0.9202897
11572,0.936476
11573,0.9962322
11574,0.7846932
11575,0.7623163
11576,0.86429226
11577,0.99983156
11578,4.503987e-05
11579,0.93337905
11580,0.97749317
11581,0.71464074
11582,0.0010130979
11583,0.91569245
11584,0.45210698
11585,0.7540777
11586,0.94856435
11587,0.74900645
11588,0.9965295
11589,0.9994435
11590,0.9344926
11591,0.002837099
11592,0.002837099
11594,0.6259128
11595,0.9754505
11596,0.98531127
11597,0.9935056
11598,0.80552715
11599,0.80552715
11600,0.5630634
11601,0.8331122
11602,0.9893356
11603,0.03213344
11604,0.11129374
11605,0.6668317
11606,0.11129374
11607,0.11129374
11608,0.11129374
11609,0.00014701104
11610,0.7065637
11611,0.7131864
11612,0.77686155
11613,0.8202029
11614,0.7442055
11615,0.9994204
11616,0.8034507
11617,0.99929476
11618,0.011663576
11619,0.52686507
11620,0.9631824
11621,0.0013503073
11622,0.0013486962
11623,0.17459735
11624,0.9990675
11625,0.6652114
11626,0.9183065
11627,0.95909595
11628,0.52812713
11629,8.660943e-06
11630,0.7007663
11631,0.9248379
11632,0.98119617
11633,0.99917334
11634,0.13782771
11635,0.253734
11636,0.253734
11637,8.802334e-06
11638,0.9713613
11639,0.18391614
11640,0.89033747
11641,0.08387086
11642,0.000292359
11643,0.69892204
11644,0.69892204
11645,0.69892204
11646,0.8820335
11647,0.5503122
11648,0.61814266
11649,0.84417546
11650,0.99815243
11651,0.18307644
11652,0.06963373
11653,0.58076453
11654,0.99411327
11655,0.787121
11656,0.00053606863
11657,0.9983291
11658,0.99727494
11659,0.9399099
11660,0.871035
11661,0.34327325
11662,0.0021055678
11663,0.9807343
11664,0.88969135
11665,0.9988937
11666,0.08908395
11668,3.6583847e-07
11669,0.44140142
11670,0.000105308594
11671,0.000105308594
11672,0.00013168903
11673,0.813902
11674,0.42537257
11675,0.00012483429
11676,1.3033254e-05
11677,0.13042451
11678,0.13042451
11679,0.0668768
11680,0.715681
11681,0.16144553
11682,4.4086224e-07
11683,0.0020686975
11684,0.067219704
11685,0.871035
11686,6.800951e-06
11687,0.871035
11688,0.5014118
11689,0.05246024
11690,0.32954738
11691,0.5848714
11692,0.8601703
11693,0.9046133
11694,0.9997819
11695,0.039852075
11696,0.99410677
11697,0.912381
11698,0.8364719
11699,0.9993686
11700,0.8582618
11701,0.8968798
11702,0.49368903
11703,0.5481291
11704,0.8041808
11705,0.97461873
11706,0.104704425
11707,0.80552715
11708,0.83137554
11709,0.98531127
11710,0.98531127
11711,0.98531127
11712,0.91876584
11713,0.91072756
11714,0.871035
11715,0.871035
11716,0.871035
11717,0.9135188
11718,0.09247298
11719,0.133347
11720,0.18418123
11721,0.9998272
11722,0.011945144
11723,0.08828092
11724,3.3626511e-06
11725,0.43027222
11726,0.044690996
11727,0.98909634
11728,0.9998951
11729,0.7723432
11730,0.9562203
11731,0.0009613833
11732,4.06108e-08
11733,0.9940294
11734,0.84935534
11735,0.704886
11736,0.7018465
11737,0.44247082
11738,0.012160354
11739,0.45535034
11740,2.733711e-06
11741,0.009109633
11742,0.00046241333
11743,8.996748e-05
11744,0.41308045
11745,0.04417118
11746,0.0015802898
11747,0.5785486
11748,1.3415305e-05
11749,0.0017285246
11750,0.9995808
11751,0.9998951
11752,0.9998951
11753,0.9998951
11754,0.44457927
11755,0.6811748
11756,0.66369534
11757,0.1739426
11758,0.9999341
11759,0.99422896
11760,0.9985171
11761,0.94760835
11762,0.66857344
11763,0.9995808
11764,0.9995808
11765,0.5523493
11766,0.9639066
11767,0.2648566
11768,0.80552715
11769,0.83137554
11770,0.1638663
11771,0.8331122
11772,0.66878974
11773,0.43709052
11774,0.704886
11775,0.704886
11776,0.704886
11777,0.704886
11778,0.00018745054
11779,1.0894274e-05
11780,0.9881811
11781,0.99976474
11782,0.9996269
11783,0.1638663
11784,0.8437522
11785,0.8528941
11786,0.17855334
11787,0.7885439
11788,2.6023486e-06
11789,0.90618414
11790,0.8061285
11791,0.89604783
11792,0.34494
11793,0.38413137
11794,0.96796125
11795,0.97684175
11796,0.84439856
11797,0.4165611
11798,0.16020365
11799,0.24501042
11800,0.90603995
11801,0.8372521
11802,0.9977436
11803,0.82656026
11804,0.85644007
11805,0.0014458873
11806,0.82675534
11807,0.8373065
11808,0.014410623
11809,0.14494246
11810,0.14494246
11811,0.9998272
11812,0.299622
11813,0.00042922935
11814,0.99157023
11815,0.05328815
11816,0.16239308
11817,0.1638663
11818,0.00014209394
11819,0.036705237
11820,0.7314771
11821,0.5934445
11822,0.44636676
11823,6.828488e-05
11824,2.6485615e-05
11825,0.76677233
11826,0.1638663
11827,0.14375699
11828,0.21826513
11829,0.8439963
11830,0.07132565
11831,0.8613091
11832,0.5934445
11833,0.5934445
11834,0.06944579
11835,0.5934445
11836,0.5934445
11837,0.5934445
11838,0.5934445
11839,0.5934445
11840,0.5934445
11841,0.06944579
11842,0.35032892
11843,0.47703978
11844,0.4353251
11845,0.4353251
11846,0.4353251
11847,0.4353251
11848,0.4353251
11849,0.4353251
11850,0.4353251
11851,0.4353251
11852,0.4353251
11853,0.00021023178
11854,0.00021023178
11855,0.00021023178
11856,5.713157e-07
11857,0.69338757
11858,0.005969984
11859,0.44140142
11860,0.5934445
11861,0.99963665
11862,0.9998951
11863,0.9998951
11864,0.9998951
11865,0.9998951
11866,0.9998951
11867,0.9998951
11868,0.99381095
11869,0.9965263
11870,0.9991904
11871,0.00084172306
11872,0.9878933
11873,0.99638486
11874,0.9965295
11875,0.99771285
11876,0.7200386
11877,0.5626704
11878,0.6002145
11879,0.76999646
11880,6.253952e-05
11881,6.253952e-05
11882,2.954413e-05
11883,0.6150127
11884,0.07782015
11885,0.8789951
11886,0.951407
11887,0.98345804
11888,0.8284599
11889,0.32577658
11890,0.4964061
11891,0.00045439822
11892,0.00045439822
11893,0.00045439822
11894,0.00045439822
11895,5.0967683e-05
11896,0.83137554
11897,0.80552715
11898,0.00012772933
11899,0.9999225
11900,0.6828869
11901,0.55261976
11902,0.6828869
11903,0.72354645
11904,0.7254699
11905,0.7254699
11906,0.6828869
11907,0.7254699
11908,0.96630394
11909,0.99963665
11910,0.99963665
11911,0.66213095
11912,0.9231415
11913,0.9489616
11914,0.92615265
11915,0.8802313
11916,0.9561784
11917,0.0005026083
11918,0.036456898
11919,0.89657056
11920,0.31692582
11921,0.88728905
11922,0.99809617
11923,0.959076
11924,0.9691859
11925,0.75214833
11926,0.8126206
11927,0.67295796
11928,0.0021055678
11929,0.0021055678
11930,0.0021055678
11931,0.8151844
11932,0.65657
11933,0.8816613
11934,0.9991217
11935,0.896719
11936,0.9771493
11937,0.7929864
11938,0.9903093
11939,0.787121
11940,0.92023605
11941,0.99995434
11942,0.0019921002
11943,0.31074706
11944,0.97973895
11945,0.22373332
11946,0.64778745
11947,0.64778745
11948,0.92445403
11949,0.99518186
11950,1.7463843e-06
11951,0.28265315
11952,0.93487936
11953,0.9311264
11954,0.9999796
11955,0.64218736
11956,0.89604783
11957,0.060337003
11958,0.9992273
11959,0.99963665
11960,0.94882864
11961,0.2920392
11962,0.99995136
11963,0.32416525
11964,0.9987729
11965,0.9523131
11966,0.95689875
11967,0.9752553
11968,0.99779403
11969,0.6303078
11970,0.94496125
11971,0.0018586305
11972,0.42800567
11973,0.99476296
11974,0.90332544
11975,0.9968659
11976,0.9968659
11977,0.001158957
11978,0.9705549
11979,0.99999046
11980,0.9941227
11981,0.6564159
11982,0.7929864
11983,0.4409295
11984,0.041656833
11985,0.8582618
11986,0.8729155
11987,0.52091193
11988,0.0014275945
11989,0.9935056
11990,0.8206966
11991,0.63620776
11992,0.83137554
11993,0.10709303
11994,0.9514615
11995,0.0029939048
11996,0.8594023
11997,0.92617565
11998,0.99495786
11999,0.869859
12000,0.7929864
12001,1.9855395e-05
12002,0.3215714
12003,0.5261742
12004,0.007927157
12005,0.51984864
12006,0.84439856
12007,0.84439856
12008,0.84439856
12009,0.8200604
12010,0.73554224
12011,0.7337552
12012,0.8729155
12013,0.6332473
12014,0.69163823
12015,0.9990675
12016,0.59661376
12017,0.83081776
12018,0.1700413
12019,0.52099705
12020,0.991998
12021,0.8566799
12022,0.00570965
12023,0.23351048
12024,0.777608
12025,0.007479788
12026,0.22064228
12027,0.000891125
12028,0.099872336
12029,0.0029967742
12030,0.0019777957
12031,0.9998293
12032,0.9893356
12033,0.00058282283
12034,4.6530095e-05
12035,0.5965707
12036,0.84514445
12037,0.8720712
12038,0.8729155
12039,0.8450504
12040,0.7188282
12041,0.5996118
12042,0.92095953
12043,0.24772616
12044,0.8864021
12045,0.9726164
12046,0.8864021
12047,0.8864021
12048,0.6386581
12049,0.7929864
12050,0.99939954
12051,4.231642e-06
12052,0.00033327876
12053,0.17316611
12054,0.6967302
12055,0.99704677
12056,0.31530184
12057,0.81498677
12058,0.83528405
12059,2.485856e-05
12060,0.8734762
12061,0.9852174
12062,0.9406535
12063,0.99832994
12064,0.104183346
12065,0.8960379
12066,0.9182792
12067,0.9182792
12068,0.9182792
12069,0.9182792
12070,0.43941334
12071,0.2706708
12072,0.7621628
12073,0.41830567
12074,0.9004003
12075,0.99962604
12076,0.9998128
12077,0.8582618
12078,0.951407
12079,0.79205227
12080,0.9253144
12081,0.21748467
12082,0.21748467
12083,0.21748467
12084,0.47496793
12085,0.5234538
12086,0.69838625
12087,0.99977857
12088,0.99495786
12089,0.6362847
12090,0.0001490619
12091,0.8748432
12092,0.00023495362
12093,0.878693
12094,0.010816903
12095,0.9998765
12096,0.99949145
12097,0.029627439
12098,0.9616732
12099,0.997982
12100,0.9928686
12101,0.82249445
12102,0.5900996
12103,0.17659706
12104,0.96152437
12105,0.6750439
12106,0.9990595
12107,0.9805936
12108,0.645738
12109,0.8893733
12110,0.645738
12111,0.68115145
12112,0.645738
12113,0.73554224
12114,0.99681747
12115,0.97684175
12116,0.97684175
12117,0.12390409
12118,0.607549
12119,0.99985194
12120,0.9997925
12121,0.996915
12122,0.704886
12123,0.704886
12124,0.7884028
12125,0.9879148
12126,0.9995808
12127,0.94882864
12128,0.84514445
12129,0.96090585
12130,0.9992403
12131,0.94637036
12132,0.9313838
12133,0.15427369
12134,4.0729363e-05
12135,4.0729363e-05
12136,0.91160554
12137,0.9631007
12138,0.92491394
12139,0.0016845511
12140,0.0006526455
12141,0.070367485
12142,0.79401463
12143,0.24772616
12144,0.24772616
12145,0.6398549
12146,0.6398549
12147,0.6398549
12148,0.32252342
12149,0.32252342
12150,0.44869357
12151,0.32252342
12152,0.44869357
12153,0.83763015
12154,0.039865613
12155,0.055117503
12156,0.9250731
12157,0.0021683688
12158,0.92761564
12159,0.8069453
12160,0.9666225
12161,0.00013762996
12162,0.0006906461
12163,0.0006906461
12164,0.009991972
12165,0.994822
12166,0.43709052
12167,0.8817196
12168,0.17864275
12169,0.3814791
12170,0.00096992013
12171,0.9940294
12172,0.91426736
12173,0.8879177
12174,0.07597089
12175,0.8802313
12176,0.4454903
12177,0.9058609
12178,0.99963355
12179,0.95271003
12180,0.80856127
12181,0.85543907
12182,0.98554474
12183,0.9997832
12184,0.50069606
12185,0.34636426
12186,0.00040321238
12187,0.91354465
12188,0.7872297
12189,0.6995926
12190,0.92453474
12191,0.9995461
12192,0.20439512
12193,0.69623
12194,0.13438462
12195,0.07597089
12196,0.07597089
12197,0.07597089
12198,0.07597089
12199,0.07597089
12200,0.07597089
12201,0.07525949
12202,0.07597089
12203,0.07597089
12204,0.07597089
12205,0.5871258
12206,0.07597089
12207,0.07597089
12208,0.07597089
12209,0.4005606
12210,1.2833523e-07
12211,0.81552607
12212,0.505862
12213,0.76112497
12214,0.99381095
12215,0.00119552
12216,0.93651277
12217,0.4788127
12218,0.7994883
12219,0.76112497
12220,0.32240614
12221,0.9789196
12222,0.001494947
12223,0.9981669
12224,0.97213835
12225,0.0004080402
12226,0.95243216
12227,0.9924941
12228,0.5874974
12229,0.66962874
12230,0.43987656
12231,0.89894
12232,0.98116416
12233,0.10306324
12234,0.27612403
12235,0.48132753
12236,0.6128475
12237,0.99422896
12238,0.53269213
12239,0.98516965
12240,0.5560062
12241,8.5739875e-06
12242,0.772921
12243,0.6330923
12244,0.27306047
12245,0.9953933
12246,0.99381095
12247,2.6158514e-08
12248,0.99939
12249,0.83958584
12250,0.9921077
12251,0.8226288
12252,0.9991258
12253,0.69838625
12254,0.9996563
12255,0.9002402
12256,0.00014174021
12257,0.90916735
12258,0.4676739
12259,2.7435285e-06
12260,0.97739524
12261,0.9996269
12262,0.00016168572
12263,0.07450531
12264,0.9900017
12265,0.19270405
12266,0.5626352
12267,0.419555
12268,0.91773164
12269,0.8515653
12270,0.8065339
12271,0.0012426979
12272,0.23127806
12273,0.99995303
12274,0.55133027
12275,0.96684754
12276,0.43987656
12277,0.0010547905
12278,0.84514445
12279,0.96090585
12280,0.8372521
12281,0.99995303
12282,0.8030021
12283,0.9867193
12284,0.99963665
12285,0.99963665
12286,0.44752023
12287,0.92297757
12288,0.19770704
12289,0.2621171
12290,0.7547387
12291,0.98550147
12292,0.83081776
12293,0.9721387
12294,0.83137554
12295,0.705627
12296,0.03855344
12297,8.26206e-05
12298,0.9121748
12299,0.39663386
12300,0.63663495
12301,0.6259128
12302,0.704886
12303,0.9958696
12304,0.8731211
12305,0.5745634
12306,0.8162673
12307,0.00016168572
12308,0.00016168572
12309,4.7448273e-05
12310,0.9074641
12311,0.9400686
12312,3.637873e-05
12313,0.95689875
12314,0.957143
12315,0.82907546
12316,0.7990223
12317,0.84059876
12318,0.9205639
12319,0.10599003
12320,0.394652
12321,0.394652
12322,0.0041392185
12323,0.9024892
12324,0.9024892
12325,0.96152437
12326,0.90104187
